M-3500;Date;;20160527_week1;;;;;;;;;;;;;;;;20160602_week2;;;;;;;;;;;;;;;;20160609_week3;;;;;;;;;;;;;;;;20160616_week4;;;;;;;;;;;;;;;;20160623_week5;;;;;;;;;;;;;;;;20160702_week6;;;;;;;;;;;;;;;;20160708_week7;;;;;;;;;;;;;;;;20160715_week8;;;;;;;;;;;;;;;;20160722_week9;;;;;;;;;;;;;;;;20160729_week10;;;;;;;;;;;;;;;;20160805_week11;;;;;;;;;;;;;;;;20160812_week12;;;;;;;;;;;;;;;;20160818_week13;;;;;;;;;;;;;;;;20160826_week14;;;;;;;;;;;;;;;;20160905_week15;;;;;;;;;;;;;;;;20160910_week16;;;;;;;;;;;;;;;;20160916_week17;;;;;;;;;;;;;;;;20160924_week18;;;;;;;;;;;;;;;;20161001_week19;;;;;;;;;;;;;;;
;Weather;;SUNNY;;;;;;;;;;;;;;;;SUNNY;;;;;;;;;;;;;;;;RAIN;;;;;;;;;;;;;;;;SUNNY;;;;;;;;;;;;;;;;FOG_RAIN;;;;;;;;;;;;;;;;CLOUDY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;WINDY;;;;;;;;;;;;;;;;FOG_RAIN;;;;;;;;;;;;;;;;SUNNY;;;;;;;;;;;;;;;;SUNNY_CLOUDY;;;;;;;;;;;;;;;;CLOUDY;;;;;;;;;;;;;;;;CLOUDY;;;;;;;;;;;;;;;;CLOUDY;;;;;;;;;;;;;;;;FOG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FOG_RAIN;;;;;;;;;;;;;;;;FOG;;;;;;;;;;;;;;;;SUNNY;;;;;;;;;;;;;;;
;Name;;LI_XIAO;;;;;;;;;;;;;;;;XIAO_HE;;;;;;;;;;;;;;;;XIAO_HE;;;;;;;;;;;;;;;;XIAO_HE;;;;;;;;;;;;;;;;LI_HE;;;;;;;;;;;;;;;;LI_HE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LI_HE;;;;;;;;;;;;;;;;LI_PING;;;;;;;;;;;;;;;;LI_HU;;;;;;;;;;;;;;;;LI_HE;;;;;;;;;;;;;;;;LI-HE;;;;;;;;;;;;;;;;LI;;;;;;;;;;;;;;;;LI;;;;;;;;;;;;;;;;LI;;;;;;;;;;;;;;;;LI_HE;;;;;;;;;;;;;;;;LI_HE;;;;;;;;;;;;;;;;LI;;;;;;;;;;;;;;;;LI;;;;;;;;;;;;;;;
;Species;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;;A;;;;B;;;;C;;;;D;;;
;Pol.run;___ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;1;;;;;;;;;;;;;;;2;9;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;2;2;4;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Pse.dav;____;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;* Gen.sp.white* ;____;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;* Car.sp.black* ;__M;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hal.ell;__;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;4;2;;;;;;;;;;;;;;;12;3;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Pru.vul;___;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;36;4;;;;;;;;;;;;;;;5;4;29;;;;;;;;;;;;;;;;38;;;;;;;;;;;;;;;;38;;;;;;;;;;;;38;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Swe.mac;_____;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;;;;;19;2;;;;;;;;;;;;;;;18;3;;;;;;;;;;;;;;;2;10;9;;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;5;16;;;;;;;;;;;;
;Cya.inf;_____;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A2-1;* Agr.ner *;_____;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;* Car.sp.black *;____;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;1;;2;;;;;3;;;;;;;;1;;;;;2;;;;3;;;;;;;;;;;;;;;;3;;;;;;;;;;;;3;;;;3;;;;;;;;;;;;3;;;;3;;;;;;;;;;;;3;;;;3;;;;;;;;;;;;3;;;;3;;;;;;;;;;;;3;;;;3;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
